ID,UserID,Department,UserRole,Connection,Timestamp,AccessLevel,AccessDuration,DeviceID,PatientID,IsAccessFail,IsSensitive,VisitDepartment
27205,USR_063,DPT_002,Nurse,OnSite,2024-01-03 20:48:35,read,236,DVC_169,PTN_00120,0,0,DPT_002
56929,USR_063,DPT_004,Nurse,OnSite,2024-01-03 20:48:35,read,289,DVC_123,PTN_05222,0,0,DPT_004
55588,USR_063,DPT_8,Nurse,OnSite,2024-01-03 20:48:35,read,259,DVC_152,PTN_07040,0,0,DPT_002
44641,USR_063,DPT_002,Nurse,OnSite,2024-01-03 20:48:35,read,152,DVC_090,PTN_17129,0,0,DPT_002
40535,USR_063,DPT_8,Nurse,OnSite,2024-01-03 20:48:35,read,142,DVC_113,PTN_17211,0,0,DPT_003
37830,USR_063,DPT_004,Nurse,OnSite,2024-01-03 20:48:35,read,268,DVC_197,PTN_14887,0,0,DPT_004
81162,USR_063,DPT_5,Nurse,OnSite,2024-01-03 20:48:35,read,284,DVC_167,PTN_07434,0,0,DPT_002
43107,USR_063,DPT_002,Nurse,OnSite,2024-01-03 20:48:35,write,294,DVC_065,PTN_18617,0,0,DPT_002
14305,USR_063,DPT_8,Nurse,OnSite,2024-01-03 20:48:35,read,231,DVC_109,PTN_10021,0,0,DPT_008
3430,USR_063,DPT_8,Nurse,OnSite,2024-01-03 20:48:35,read,123,DVC_169,PTN_13866,0,0,DPT_005
20619,USR_063,DPT_5,Nurse,OnSite,2024-01-03 20:48:35,read,164,DVC_162,PTN_05037,0,0,DPT_008
27422,USR_063,DPT_5,Nurse,OnSite,2024-01-03 20:48:35,write,187,DVC_099,PTN_03082,0,0,DPT_001
90444,USR_063,DPT_004,Nurse,OnSite,2024-01-03 20:48:35,write,247,DVC_041,PTN_12053,0,0,DPT_004
76263,USR_063,DPT_003,Nurse,OnSite,2024-01-03 20:48:35,read,175,DVC_034,PTN_17019,1,0,DPT_003
65286,USR_063,DPT_004,Nurse,OnSite,2024-01-03 20:48:35,read,267,DVC_057,PTN_06887,0,0,DPT_004
9495,USR_063,DPT_5,Nurse,OnSite,2024-01-03 20:48:35,read,202,DVC_025,PTN_15114,0,0,DPT_009
68008,USR_063,DPT_002,Nurse,OnSite,2024-01-03 20:48:35,modify,220,DVC_098,PTN_05237,0,0,DPT_002
29047,USR_063,DPT_5,Nurse,OnSite,2024-01-03 20:48:35,read,231,DVC_038,PTN_13438,0,0,DPT_004
15327,USR_063,DPT_002,Nurse,OnSite,2024-01-03 20:48:35,write,201,DVC_092,PTN_03327,0,0,DPT_002
25428,USR_063,DPT_007,Nurse,OnSite,2024-01-03 20:48:35,read,239,DVC_129,PTN_07225,0,0,DPT_007
98306,USR_063,DPT_005,Nurse,OnSite,2024-01-03 20:48:35,modify,200,DVC_142,PTN_09797,0,0,DPT_005
51477,USR_063,DPT_8,Nurse,OnSite,2024-01-03 20:48:35,read,238,DVC_062,PTN_16337,0,0,DPT_006
21900,USR_063,DPT_002,Nurse,OnSite,2024-01-03 20:48:35,write,188,DVC_197,PTN_04463,0,0,DPT_002
57136,USR_063,DPT_009,Nurse,OnSite,2024-01-03 20:48:35,read,261,DVC_048,PTN_01080,0,0,DPT_009
41560,USR_063,DPT_005,Nurse,OnSite,2024-01-03 20:48:35,write,155,DVC_085,PTN_00159,0,0,DPT_005
94023,USR_063,DPT_005,Nurse,OnSite,2024-01-03 20:48:35,write,203,DVC_197,PTN_07101,0,0,DPT_005
19115,USR_063,DPT_006,Nurse,OnSite,2024-01-03 20:48:35,read,160,DVC_172,PTN_07090,0,0,DPT_006
59326,USR_063,DPT_5,Nurse,OnSite,2024-01-03 20:48:35,read,155,DVC_172,PTN_00967,0,0,DPT_008
36414,USR_063,DPT_010,Nurse,OnSite,2024-01-03 20:48:35,modify,206,DVC_156,PTN_17562,0,0,DPT_010
13162,USR_063,DPT_003,Nurse,OnSite,2024-01-03 20:48:35,write,212,DVC_189,PTN_11046,0,0,DPT_003
75807,USR_063,DPT_5,Nurse,OnSite,2024-01-03 20:48:35,modify,132,DVC_025,PTN_09984,0,0,DPT_006
15050,USR_063,DPT_001,Nurse,OnSite,2024-01-03 20:48:35,read,266,DVC_198,PTN_14414,0,0,DPT_001
98347,USR_063,DPT_007,Nurse,OnSite,2024-01-03 20:48:35,read,125,DVC_160,PTN_09059,0,0,DPT_007
51827,USR_063,DPT_001,Nurse,OnSite,2024-01-03 20:48:35,read,167,DVC_119,PTN_06139,0,0,DPT_001
26327,USR_063,DPT_005,Nurse,OnSite,2024-01-03 20:48:35,read,293,DVC_075,PTN_11996,0,0,DPT_005
55820,USR_063,DPT_002,Nurse,OnSite,2024-01-03 20:48:35,write,149,DVC_055,PTN_03084,0,0,DPT_002
10383,USR_063,DPT_5,Nurse,OnSite,2024-01-03 20:48:35,read,210,DVC_019,PTN_07340,0,0,DPT_006
67783,USR_063,DPT_5,Nurse,OnSite,2024-01-03 20:48:35,write,199,DVC_138,PTN_12624,0,0,DPT_003
56087,USR_063,DPT_004,Nurse,OnSite,2024-01-03 20:48:35,read,222,DVC_153,PTN_08298,0,0,DPT_004
30120,USR_063,DPT_001,Nurse,OnSite,2024-01-03 20:48:35,read,242,DVC_038,PTN_16336,0,0,DPT_001
19903,USR_063,DPT_002,Nurse,OnSite,2024-01-03 20:48:35,read,279,DVC_174,PTN_08088,0,0,DPT_002
82177,USR_063,DPT_001,Nurse,OnSite,2024-01-03 20:48:35,read,285,DVC_177,PTN_16161,0,0,DPT_001
29974,USR_063,DPT_8,Nurse,OnSite,2024-01-03 20:48:35,delete,187,DVC_028,PTN_14335,0,0,DPT_004
11017,USR_063,DPT_003,Nurse,OnSite,2024-01-03 20:48:35,read,262,DVC_035,PTN_01109,0,0,DPT_003
41358,USR_063,DPT_010,Nurse,OnSite,2024-01-03 20:48:35,modify,282,DVC_126,PTN_15210,0,0,DPT_010
59157,USR_063,DPT_009,Nurse,OnSite,2024-01-03 20:48:35,modify,233,DVC_154,PTN_11284,1,0,DPT_009
25703,USR_063,DPT_003,Nurse,OnSite,2024-01-03 20:48:35,write,160,DVC_010,PTN_01068,0,0,DPT_003
20982,USR_063,DPT_8,Nurse,OnSite,2024-01-03 20:48:35,read,199,DVC_180,PTN_14626,1,0,DPT_009
73499,USR_063,DPT_5,Nurse,OnSite,2024-01-03 20:48:35,read,279,DVC_194,PTN_08706,0,0,DPT_004
24309,USR_063,DPT_007,Nurse,OnSite,2024-01-03 20:48:35,read,262,DVC_166,PTN_13257,0,0,DPT_007
