ID,UserID,Department,UserRole,Connection,Timestamp,AccessLevel,AccessDuration,DeviceID,PatientID,IsAccessFail,IsSensitive,VisitDepartment
262698,USR_064,DPT_009,Nurse,VPN,2024-01-02 20:18:00,read,265,DVC_191,PTN_07888,0,0,DPT_009
413371,USR_064,DPT_005,Nurse,VPN,2024-01-02 20:18:00,read,249,DVC_010,PTN_07888,0,0,DPT_005
443299,USR_064,DPT_010,Nurse,VPN,2024-01-02 20:18:00,delete,278,DVC_007,PTN_07888,0,0,DPT_010
271009,USR_064,DPT_008,Nurse,VPN,2024-01-02 20:18:00,write,164,DVC_084,PTN_07888,0,0,DPT_008
125474,USR_064,DPT_004,Nurse,VPN,2024-01-02 20:18:00,read,214,DVC_052,PTN_07888,0,0,DPT_004
338125,USR_064,DPT_006,Nurse,VPN,2024-01-02 20:18:00,read,194,DVC_190,PTN_07888,0,0,DPT_006
175444,USR_064,DPT_8,Nurse,VPN,2024-01-02 20:18:00,modify,263,DVC_018,PTN_07888,0,0,DPT_002
242211,USR_064,DPT_8,Nurse,VPN,2024-01-02 20:18:00,read,136,DVC_171,PTN_07888,0,0,DPT_009
171237,USR_064,DPT_010,Nurse,VPN,2024-01-02 20:18:00,read,294,DVC_092,PTN_07888,0,0,DPT_010
364035,USR_064,DPT_8,Nurse,VPN,2024-01-02 20:18:00,read,199,DVC_129,PTN_07888,0,0,DPT_008
54790,USR_064,DPT_8,Nurse,VPN,2024-01-02 20:18:00,read,127,DVC_181,PTN_07888,0,0,DPT_003
234,USR_064,DPT_8,Nurse,VPN,2024-01-02 20:18:00,read,234,DVC_018,PTN_07888,0,0,DPT_009
323235,USR_064,DPT_007,Nurse,VPN,2024-01-02 20:18:00,read,224,DVC_072,PTN_07888,0,0,DPT_007
462996,USR_064,DPT_005,Nurse,VPN,2024-01-02 20:18:00,read,192,DVC_172,PTN_07888,0,0,DPT_005
118400,USR_064,DPT_8,Nurse,VPN,2024-01-02 20:18:00,read,154,DVC_042,PTN_07888,0,0,DPT_007
456385,USR_064,DPT_005,Nurse,VPN,2024-01-02 20:18:00,read,141,DVC_137,PTN_07888,0,0,DPT_005
296280,USR_064,DPT_010,Nurse,VPN,2024-01-02 20:18:00,read,155,DVC_189,PTN_07888,0,0,DPT_010
317020,USR_064,DPT_006,Nurse,VPN,2024-01-02 20:18:00,write,244,DVC_139,PTN_07888,0,0,DPT_006
289557,USR_064,DPT_007,Nurse,VPN,2024-01-02 20:18:00,read,121,DVC_011,PTN_07888,0,0,DPT_007
281244,USR_064,DPT_003,Nurse,VPN,2024-01-02 20:18:00,read,233,DVC_062,PTN_07888,0,0,DPT_003
71743,USR_064,DPT_001,Nurse,VPN,2024-01-02 20:18:00,read,272,DVC_079,PTN_07888,0,0,DPT_001
166579,USR_064,DPT_003,Nurse,VPN,2024-01-02 20:18:00,read,239,DVC_115,PTN_07888,0,0,DPT_003
42230,USR_064,DPT_004,Nurse,VPN,2024-01-02 20:18:00,read,280,DVC_061,PTN_07888,0,0,DPT_004
475527,USR_064,DPT_002,Nurse,VPN,2024-01-02 20:18:00,read,235,DVC_121,PTN_07888,0,0,DPT_002
151095,USR_064,DPT_004,Nurse,VPN,2024-01-02 20:18:00,read,245,DVC_163,PTN_07888,0,0,DPT_004
350658,USR_064,DPT_010,Nurse,VPN,2024-01-02 20:18:00,read,283,DVC_166,PTN_07888,0,0,DPT_010
68149,USR_064,DPT_006,Nurse,VPN,2024-01-02 20:18:00,read,191,DVC_190,PTN_07888,0,0,DPT_006
130748,USR_064,DPT_004,Nurse,VPN,2024-01-02 20:18:00,modify,185,DVC_158,PTN_07888,0,0,DPT_004
290801,USR_064,DPT_009,Nurse,VPN,2024-01-02 20:18:00,read,151,DVC_184,PTN_07888,0,0,DPT_009
337925,USR_064,DPT_006,Nurse,VPN,2024-01-02 20:18:00,modify,142,DVC_071,PTN_07888,1,0,DPT_006
145610,USR_064,DPT_009,Nurse,VPN,2024-01-02 20:18:00,modify,207,DVC_037,PTN_07888,0,0,DPT_009
119675,USR_064,DPT_003,Nurse,VPN,2024-01-02 20:18:00,read,173,DVC_127,PTN_07888,0,0,DPT_003
144899,USR_064,DPT_8,Nurse,VPN,2024-01-02 20:18:00,read,232,DVC_063,PTN_07888,0,0,DPT_006
62807,USR_064,DPT_009,Nurse,VPN,2024-01-02 20:18:00,write,256,DVC_123,PTN_07888,0,0,DPT_009
340910,USR_064,DPT_5,Nurse,VPN,2024-01-02 20:18:00,read,226,DVC_193,PTN_07888,0,0,DPT_001
316992,USR_064,DPT_008,Nurse,VPN,2024-01-02 20:18:00,read,209,DVC_015,PTN_07888,0,0,DPT_008
80079,USR_064,DPT_004,Nurse,VPN,2024-01-02 20:18:00,modify,141,DVC_083,PTN_07888,0,0,DPT_004
171410,USR_064,DPT_5,Nurse,VPN,2024-01-02 20:18:00,write,260,DVC_028,PTN_07888,0,0,DPT_005
165661,USR_064,DPT_007,Nurse,VPN,2024-01-02 20:18:00,modify,189,DVC_187,PTN_07888,0,0,DPT_007
66435,USR_064,DPT_010,Nurse,VPN,2024-01-02 20:18:00,read,141,DVC_009,PTN_07888,0,0,DPT_010
482420,USR_064,DPT_004,Nurse,VPN,2024-01-02 20:18:00,read,198,DVC_020,PTN_07888,0,0,DPT_004
348428,USR_064,DPT_008,Nurse,VPN,2024-01-02 20:18:00,modify,174,DVC_172,PTN_07888,0,0,DPT_008
75108,USR_064,DPT_008,Nurse,VPN,2024-01-02 20:18:00,read,191,DVC_168,PTN_07888,0,0,DPT_008
344956,USR_064,DPT_004,Nurse,VPN,2024-01-02 20:18:00,write,190,DVC_159,PTN_07888,0,0,DPT_004
303730,USR_064,DPT_004,Nurse,VPN,2024-01-02 20:18:00,read,139,DVC_136,PTN_07888,0,0,DPT_004
81948,USR_064,DPT_5,Nurse,VPN,2024-01-02 20:18:00,read,248,DVC_096,PTN_07888,0,0,DPT_005
304357,USR_064,DPT_5,Nurse,VPN,2024-01-02 20:18:00,read,224,DVC_066,PTN_07888,0,0,DPT_010
148912,USR_064,DPT_004,Nurse,VPN,2024-01-02 20:18:00,read,158,DVC_152,PTN_07888,0,0,DPT_004
356179,USR_064,DPT_010,Nurse,VPN,2024-01-02 20:18:00,read,262,DVC_079,PTN_07888,0,0,DPT_010
79836,USR_073,DPT_003,Nurse,OnSite,2024-01-02 20:18:00,modify,128,DVC_039,PTN_07888,0,0,DPT_003
256341,USR_073,DPT_006,Nurse,OnSite,2024-01-02 20:18:00,modify,264,DVC_068,PTN_07888,0,0,DPT_006
464724,USR_073,DPT_5,Nurse,OnSite,2024-01-02 20:18:00,read,294,DVC_039,PTN_07888,0,0,DPT_006
197176,USR_073,DPT_006,Nurse,OnSite,2024-01-02 20:18:00,write,189,DVC_200,PTN_07888,0,0,DPT_006
491149,USR_073,DPT_004,Nurse,OnSite,2024-01-02 20:18:00,read,178,DVC_148,PTN_07888,0,0,DPT_004
447234,USR_073,DPT_5,Nurse,OnSite,2024-01-02 20:18:00,write,177,DVC_198,PTN_07888,0,0,DPT_006
487085,USR_073,DPT_5,Nurse,OnSite,2024-01-02 20:18:00,read,299,DVC_021,PTN_07888,0,0,DPT_002
63135,USR_073,DPT_001,Nurse,OnSite,2024-01-02 20:18:00,read,177,DVC_138,PTN_07888,0,0,DPT_001
331549,USR_073,DPT_005,Nurse,OnSite,2024-01-02 20:18:00,modify,121,DVC_089,PTN_07888,0,0,DPT_005
397182,USR_073,DPT_005,Nurse,OnSite,2024-01-02 20:18:00,write,165,DVC_180,PTN_07888,0,0,DPT_005
419100,USR_073,DPT_003,Nurse,OnSite,2024-01-02 20:18:00,read,127,DVC_176,PTN_07888,0,0,DPT_003
53548,USR_073,DPT_008,Nurse,OnSite,2024-01-02 20:18:00,read,294,DVC_160,PTN_07888,0,0,DPT_008
382469,USR_073,DPT_008,Nurse,OnSite,2024-01-02 20:18:00,read,254,DVC_199,PTN_07888,0,0,DPT_008
410525,USR_073,DPT_007,Nurse,OnSite,2024-01-02 20:18:00,modify,181,DVC_026,PTN_07888,0,0,DPT_007
238018,USR_073,DPT_005,Nurse,OnSite,2024-01-02 20:18:00,read,224,DVC_093,PTN_07888,0,0,DPT_005
276411,USR_073,DPT_003,Nurse,OnSite,2024-01-02 20:18:00,read,210,DVC_081,PTN_07888,0,0,DPT_003
236459,USR_073,DPT_007,Nurse,OnSite,2024-01-02 20:18:00,read,265,DVC_128,PTN_07888,0,0,DPT_007
233419,USR_073,DPT_003,Nurse,OnSite,2024-01-02 20:18:00,read,212,DVC_076,PTN_07888,0,0,DPT_003
232747,USR_073,DPT_009,Nurse,OnSite,2024-01-02 20:18:00,read,298,DVC_006,PTN_07888,0,0,DPT_009
39265,USR_073,DPT_003,Nurse,OnSite,2024-01-02 20:18:00,modify,285,DVC_135,PTN_07888,0,0,DPT_003
51219,USR_073,DPT_007,Nurse,OnSite,2024-01-02 20:18:00,modify,259,DVC_199,PTN_07888,0,0,DPT_007
460556,USR_073,DPT_002,Nurse,OnSite,2024-01-02 20:18:00,read,284,DVC_164,PTN_07888,0,0,DPT_002
144677,USR_073,DPT_007,Nurse,OnSite,2024-01-02 20:18:00,read,227,DVC_019,PTN_07888,0,0,DPT_007
